"","station","name","longitude","latitude","avg_stop_times","prov","count","groups","k","maxcount","maj_groups","major_hub","non_hub"
"359","008893518","Oudegem",4.064472,51.01523,15.075144508671,"Oost-Vlaanderen",26,"1","k = 11",152,"4","0","0"
"360","008892601","Oudenaarde",3.600386,50.850116,82.916184971098,"Oost-Vlaanderen",52,"2","k = 11",343,"3","0","0"
"361","008832573","Overpelt",5.422751,51.215618,18.543352601156,"Limburg",16,"5","k = 11",132,"4","0","0"
"362","008886561","Papegem",3.823408,50.686585,27.14161849711,"Hainaut",7,"1","k = 11",152,"2","0","1"
"363","008811775","Pécrot",4.651486,50.778517,49.895953757225,"Brabant Wallon",11,"3","k = 11",300,"2","0","1"
"364","008844206","Pepinster",5.80615,50.568179,62.936416184971,"Liège",22,"6","k = 11",119,"4","0","0"
"365","008844313","Pepinster-Cité",5.804397,50.563405,21.78323699422,"Liège",2,"6","k = 11",119,"2","0","1"
"366","008884855","Péruwelz",3.592772,50.513704,31.725433526012,"Hainaut",7,"7","k = 11",63,"2","0","1"
"367","008871415","Piéton",4.288438,50.434959,26.023121387283,"Hainaut",3,"10","k = 11",97,"2","0","1"
"368","008871365","Pont-à-Celles",4.355291,50.513812,28.722543352601,"Hainaut",1,"10","k = 11",97,"2","0","1"
"369","008843141","Pont-de-Seraing",5.510162,50.619651,25.468208092486,"Liège",1,"6","k = 11",119,"2","0","1"
"370","008896735","Poperinge",2.736343,50.854449,22.445086705202,"West-Vlaanderen",29,"11","k = 11",183,"4","0","0"
"371","008842689","Poulseur",5.578858,50.509209,45.976878612717,"Liège",8,"6","k = 11",119,"2","0","1"
"372","008811544","Profondsart",4.549153,50.693758,18.28323699422,"Brabant Wallon",19,"4","k = 11",114,"4","0","0"
"373","008822715","Puurs",4.282703,51.07722,43.317919075145,"Antwerpen",14,"8","k = 11",334,"4","0","0"
"374","008884541","Quaregnon",3.856543,50.449827,58.341040462428,"Hainaut",31,"7","k = 11",63,"4","0","0"
"375","008884335","Quievrain",3.68608,50.410103,24.670520231214,"Hainaut",23,"7","k = 11",63,"4","0","0"
"376","008886587","Rebaix",3.793627,50.661235,27.14161849711,"Hainaut",7,"1","k = 11",152,"2","0","1"
"377","008841442","Remicourt",5.321407,50.678611,30.346820809249,"Liège",4,"6","k = 11",119,"2","0","1"
"378","008892908","Ronse",3.602552,50.742506,17.485549132948,"Oost-Vlaanderen",15,"2","k = 11",343,"4","0","0"
"379","008861440","Rhisnes",4.801866,50.499348,30.820809248555,"Namur",6,"4","k = 11",114,"2","0","1"
"380","008814167","Sint-Genesius-Rode",4.361997,50.74781,51.696531791908,"Vlaams Brabant",47,"9","k = 11",660,"3","0","0"
"381","008842705","Rivage",5.587631,50.483285,45.976878612717,"Liège",8,"6","k = 11",119,"2","0","1"
"382","008811536","Rixensart",4.532855,50.711413,30.734104046243,"Brabant Wallon",36,"4","k = 11",114,"3","0","0"
"383","008896800","Roeselare",3.130412,50.949025,35.274566473988,"West-Vlaanderen",29,"11","k = 11",183,"4","0","0"
"384","008861119","Ronet",4.82842,50.457737,16.42774566474,"Namur",7,"4","k = 11",114,"2","0","1"
"385","008871217","Roux",4.393199,50.443112,30.092485549133,"Hainaut",7,"10","k = 11",97,"2","0","1"
"386","008814365","Ruisbroek",4.295333,50.79183,49.054913294798,"Vlaams Brabant",29,"9","k = 11",660,"4","0","0"
"387","008822848","Ruisbroek-Sauvegarde",4.324998,51.081022,15.450867052023,"Antwerpen",5,"8","k = 11",334,"2","0","1"
"388","008861432","Saint-Denis-Bovesse",4.767788,50.5213,30.820809248555,"Namur",6,"4","k = 11",114,"2","0","1"
"389","008884004","Saint-Ghislain",3.820253,50.44286,71.514450867052,"Hainaut",38,"7","k = 11",63,"3","0","0"
"390","008814449","Sint-Job",4.362761,50.79441,59.682080924855,"Bruxelles",31,"9","k = 11",660,"4","0","0"
"391","008864956","Sart-Bernard",4.949739,50.406373,27.205202312139,"Namur",0,"4","k = 11",114,"2","0","1"
"392","008811007","Schaarbeek/Schaerbeek",4.378636,50.878513,135.04335260116,"Bruxelles",111,"9","k = 11",660,"1","0","0"
"393","008893070","Scheldewindeke",3.777842,50.937069,26.708092485549,"Oost-Vlaanderen",10,"2","k = 11",343,"2","0","1"
"394","008824232","Schelle",4.340261,51.12551,15.450867052023,"Antwerpen",5,"8","k = 11",334,"2","0","1"
"395","008893542","Schellebelle",3.921373,51.003149,35.618497109827,"Oost-Vlaanderen",62,"1","k = 11",152,"1","0","0"
"396","008895711","Schendelbeke",3.899286,50.797844,26.864161849711,"Oost-Vlaanderen",17,"1","k = 11",152,"4","0","0"
"397","008893526","Schoonaarde",4.011094,51.003149,21.433526011561,"Oost-Vlaanderen",25,"1","k = 11",152,"4","0","0"
"398","008831088","Schulen",5.187405,50.963758,32.473988439306,"Limburg",15,"5","k = 11",132,"4","0","0"
"399","008863446","Sclaigneaux",5.026363,50.492247,24.320809248555,"Namur",1,"4","k = 11",114,"2","0","1"
"400","008843133","Sclessin",5.558911,50.609844,21.878612716763,"Liège",1,"6","k = 11",119,"2","0","1"
"401","008893583","Serskamp",3.959361,50.984397,20.543352601156,"Oost-Vlaanderen",37,"1","k = 11",152,"3","0","0"
"402","008883436","Silly",3.935863,50.662386,35.127167630058,"Hainaut",42,"1","k = 11",152,"3","0","0"
"403","008812013","Simonis",4.32898,50.863645,19.433526011561,"Bruxelles",22,"9","k = 11",660,"4","0","0"
"404","008894425","Sinaai",4.06894,51.143398,39.118497109827,"Oost-Vlaanderen",27,"8","k = 11",334,"4","0","0"
"405","008892692","Sint-Denijs-Boekel",3.698395,50.874297,22.971098265896,"Oost-Vlaanderen",13,"2","k = 11",343,"4","0","0"
"406","008893443","Sint-Gillis-Dendermonde",4.117832,51.021693,36.341040462428,"Oost-Vlaanderen",33,"8","k = 11",334,"3","0","0"
"407","008833159","Sint-Joris-Weert",4.651728,50.800631,49.895953757225,"Vlaams Brabant",11,"3","k = 11",300,"2","0","1"
"408","008822228","Sint-Katelijne-Waver",4.496116,51.069975,31.939306358382,"Antwerpen",34,"3","k = 11",300,"3","0","0"
"409","008821543","Sint-Mariaburg",4.4349,51.291658,22.242774566474,"Antwerpen",6,"8","k = 11",334,"2","0","1"
"410","008812245","Sint-Martens-Bodegem",4.205081,50.86716,39.121387283237,"Vlaams Brabant",30,"8","k = 11",334,"4","0","0"
"411","008894508","Sint-Niklaas",4.142966,51.171472,127.5838150289,"Oost-Vlaanderen",108,"8","k = 11",334,"1","0","0"
"412","008831807","Sint-Truiden",5.176654,50.81762,37.953757225434,"Limburg",42,"5","k = 11",132,"3","0","0"
"413","008893260","Sleidinge",3.667526,51.126607,20.71098265896,"Oost-Vlaanderen",14,"2","k = 11",343,"4","0","0"
"414","008883113","Soignies",4.067519,50.572763,61.78323699422,"Hainaut",44,"10","k = 11",97,"3","0","0"
"415","008844404","Spa",5.855096,50.490305,21.78323699422,"Liège",2,"6","k = 11",119,"2","0","1"
"416","008844420","Spa-Géronstère",5.866207,50.489307,21.78323699422,"Liège",2,"6","k = 11",119,"2","0","1"
"417","008843406","Statte",5.219676,50.528276,43.378612716763,"Liège",17,"6","k = 11",119,"4","0","0"
"418","008842853","Sy",5.523565,50.403254,25.346820809249,"Liège",8,"6","k = 11",119,"2","0","1"
"419","008874609","Tamines",4.608823,50.432235,50.99710982659,"Namur",20,"4","k = 11",114,"4","0","0"
"420","008894672","Temse",4.221352,51.126085,24.453757225434,"Oost-Vlaanderen",9,"8","k = 11",334,"2","0","1"
"421","008895448","Terhagen",3.896653,50.901643,18.173410404624,"Oost-Vlaanderen",11,"1","k = 11",152,"2","0","1"
"422","008812252","Ternat",4.16534,50.874522,39.312138728324,"Vlaams Brabant",30,"8","k = 11",334,"4","0","0"
"423","008833266","Testelt",4.945829,51.009864,32.473988439306,"Vlaams Brabant",15,"3","k = 11",300,"4","0","0"
"424","008844339","Theux",5.815031,50.536159,21.78323699422,"Liège",2,"6","k = 11",119,"2","0","1"
"425","008881455","Thieu",4.098523,50.46954,25.85838150289,"Hainaut",1,"10","k = 11",97,"2","0","1"
"426","008884350","Thulin",3.744708,50.423335,24.670520231214,"Hainaut",23,"7","k = 11",63,"4","0","0"
"427","008821964","Tielen",4.893089,51.241021,48.526011560694,"Antwerpen",33,"3","k = 11",300,"3","0","0"
"428","008892254","Tielt",3.330341,50.990842,19.890173410405,"West-Vlaanderen",36,"2","k = 11",343,"3","0","0"
"429","008833308","Tienen",4.92581,50.80802,77.364161849711,"Vlaams Brabant",109,"3","k = 11",300,"1","0","0"
"430","008842630","Tilff",5.583937,50.570624,25.439306358382,"Liège",8,"6","k = 11",119,"2","0","1"
"431","008872553","Tilly",4.552676,50.558084,20.161849710983,"Brabant Wallon",6,"4","k = 11",114,"2","0","1"
"432","008895638","Tollembeek",3.992828,50.735522,21.736994219653,"Vlaams Brabant",16,"1","k = 11",152,"4","0","0"
"433","008831310","Tongeren",5.47328,50.784405,49.945086705202,"Limburg",41,"5","k = 11",132,"3","0","0"
"434","008891314","Torhout",3.105871,51.064707,34.904624277457,"West-Vlaanderen",29,"11","k = 11",183,"4","0","0"
"435","008885001","Tournai",3.396942,50.613134,109.78901734104,"Hainaut",55,"7","k = 11",63,"3","0","0"
"436","008844271","Trooz",5.688346,50.573213,33.014450867052,"Liège",3,"6","k = 11",119,"2","0","1"
"437","008883808","Tubize",4.205729,50.691708,76.800578034682,"Brabant Wallon",50,"9","k = 11",660,"3","0","0"
"438","008821907","Turnhout",4.937415,51.322032,48.526011560694,"Antwerpen",33,"3","k = 11",300,"3","0","0"
"439","008814134","Ukkel-Kalevoet/Uccle-Calevoet",4.332207,50.791749,29.757225433526,"Bruxelles",35,"9","k = 11",660,"3","0","0"
"440","008814126","Ukkel-Stalle/Uccle-Stalle",4.323901,50.802411,21.728323699422,"Bruxelles",18,"9","k = 11",660,"4","0","0"
"441","008811270","Veltem",4.633516,50.900519,49.153179190751,"Vlaams Brabant",29,"3","k = 11",300,"4","0","0"
"442","008833050","Vertrijk",4.835522,50.836282,18.138728323699,"Vlaams Brabant",37,"3","k = 11",300,"3","0","0"
"443","008844008","Verviers-Central",5.854917,50.588135,82.173410404624,"Liège",49,"6","k = 11",119,"3","0","0"
"444","008844057","Verviers-Palais",5.865335,50.590921,21.014450867052,"Liège",2,"6","k = 11",119,"2","0","1"
"445","008892304","Veurne",2.66994,51.073867,19.823699421965,"West-Vlaanderen",36,"11","k = 11",183,"3","0","0"
"446","008895612","Viane-Moerbeke",3.917337,50.751981,21.736994219653,"Oost-Vlaanderen",16,"1","k = 11",152,"4","0","0"
"447","008896230","Vichte",3.39163,50.833657,22.650289017341,"West-Vlaanderen",3,"11","k = 11",183,"2","0","1"
"448","008895489","Vijfhuizen",3.98125,50.943254,7.2976878612717,"Oost-Vlaanderen",1,"1","k = 11",152,"2","0","1"
"449","008884632","Ville-Pommerœul",3.724248,50.464542,4.9479768786127,"Hainaut",1,"7","k = 11",63,"2","0","1"
"450","008872579","Villers-la-Ville",4.533349,50.578103,20.161849710983,"Brabant Wallon",6,"4","k = 11",114,"2","0","1"
"451","008811189","Vilvoorde",4.432823,50.924583,130.41329479769,"Vlaams Brabant",116,"9","k = 11",660,"1","0","0"
"452","008846201","Visé",5.692544,50.73776,35.627167630058,"Liège",10,"6","k = 11",119,"2","0","1"
"453","008841327","Voroux",5.429556,50.66181,21.083815028902,"Liège",4,"6","k = 11",119,"2","0","1"
"454","008893815","Waarschoot",3.615353,51.154608,20.71098265896,"Oost-Vlaanderen",14,"2","k = 11",343,"4","0","0"
"455","008896149","Waregem",3.42551,50.892456,59.245664739884,"West-Vlaanderen",62,"11","k = 11",183,"1","0","0"
"456","008841400","Waremme",5.249475,50.694549,50.841040462428,"Liège",32,"6","k = 11",119,"3","0","0"
"457","008814266","Waterloo",4.383481,50.715422,51.696531791908,"Brabant Wallon",47,"9","k = 11",660,"3","0","0"
"458","008811429","Watermaal/Watermael",4.399887,50.80917,18.28323699422,"Bruxelles",19,"9","k = 11",660,"4","0","0"
"459","008811726","Wavre",4.604778,50.716267,54.973988439306,"Brabant Wallon",11,"4","k = 11",114,"2","0","1"
"460","008822251","Weerde",4.470937,50.977449,41.924855491329,"Vlaams Brabant",51,"3","k = 11",300,"3","0","0"
"461","008844503","Welkenraedt",5.975381,50.659707,51.566473988439,"Liège",46,"6","k = 11",119,"3","0","0"
"462","008895851","Welle",4.05062,50.903279,18.173410404624,"Oost-Vlaanderen",11,"1","k = 11",152,"2","0","1"
"463","008896396","Wervik",3.046983,50.781861,22.445086705202,"West-Vlaanderen",29,"11","k = 11",183,"4","0","0"
"464","008822525","Wespelaar-Tildonk",4.638011,50.958544,43.942196531792,"Vlaams Brabant",26,"3","k = 11",300,"4","0","0"
"465","008893559","Wetteren",3.881883,51.001603,74.606936416185,"Oost-Vlaanderen",109,"1","k = 11",152,"1","0","0"
"466","008896370","Wevelgem",3.18352,50.811526,22.445086705202,"West-Vlaanderen",29,"11","k = 11",183,"4","0","0"
"467","008833233","Wezemaal",4.747679,50.956261,66.71676300578,"Vlaams Brabant",49,"3","k = 11",300,"3","0","0"
"468","008893534","Wichelen",3.969195,51.001962,15.075144508671,"Oost-Vlaanderen",25,"1","k = 11",152,"4","0","0"
"469","008833175","Wijgmaal",4.701475,50.92274,43.942196531792,"Vlaams Brabant",26,"3","k = 11",300,"4","0","0"
"470","008821436","Wildert",4.46335,51.428087,22.242774566474,"Antwerpen",6,"8","k = 11",334,"2","0","1"
"471","008822608","Willebroek",4.356019,51.066343,27.867052023121,"Antwerpen",9,"8","k = 11",334,"2","0","1"
"472","008821709","Wolfstee",4.786144,51.168361,12.658959537572,"Antwerpen",7,"3","k = 11",300,"2","0","1"
"473","008893211","Wondelgem",3.719071,51.088357,20.71098265896,"Oost-Vlaanderen",14,"2","k = 11",343,"4","0","0"
"474","008895737","Zandbergen",3.957653,50.806986,26.864161849711,"Oost-Vlaanderen",17,"1","k = 11",152,"4","0","0"
"475","008811221","Zaventem",4.469886,50.885723,72.329479768786,"Vlaams Brabant",52,"9","k = 11",660,"3","0","0"
"476","008891264","Zedelgem",3.16414,51.127047,32.832369942197,"West-Vlaanderen",28,"11","k = 11",183,"4","0","0"
"477","008891553","Zeebrugge-Dorp",3.19517,51.326383,7.7601156069364,"West-Vlaanderen",19,"11","k = 11",183,"4","0","0"
"478","008891173","Zeebrugge-Strand",3.186666,51.324549,5.7456647398844,"West-Vlaanderen",0,"11","k = 11",183,"2","0","1"
"479","008894235","Zele",4.041999,51.073256,24.228323699422,"Oost-Vlaanderen",23,"8","k = 11",334,"4","0","0"
"480","008812062","Zellik",4.274541,50.890028,38.589595375723,"Vlaams Brabant",36,"8","k = 11",334,"3","0","0"
"481","008833274","Zichem",4.987359,51.00669,32.473988439306,"Vlaams Brabant",15,"3","k = 11",300,"4","0","0"
"482","008892635","Zingem",3.646384,50.908025,24.416184971098,"Oost-Vlaanderen",16,"2","k = 11",343,"4","0","0"
"483","008832250","Zolder",5.3299,51.033548,28.393063583815,"Limburg",3,"5","k = 11",132,"2","0","1"
"484","008832334","Zonhoven",5.348815,50.989557,28.393063583815,"Limburg",3,"5","k = 11",132,"2","0","1"
"485","008895208","Zottegem",3.81441,50.869102,78.164739884393,"Oost-Vlaanderen",48,"2","k = 11",343,"3","0","0"
"486","008891611","Zwankendamme",3.191557,51.306409,0,"West-Vlaanderen",0,"11","k = 11",183,"2","0","1"
"487","008894821","Zwijndrecht",4.32978,51.214108,30.433526011561,"Antwerpen",9,"8","k = 11",334,"2","0","1"
"488","008815016","Thurn en Taxis/Tour et Taxis",4.3485929,50.8642714,0,"Bruxelles",22,"9","k = 11",660,"4","0","0"
"489","008811403","Mouterij/Germoir",4.37866,50.829929,0,"Bruxelles",22,"9","k = 11",660,"4","0","0"
"490","008814472","Arcaden/Arcades",4.398333,50.809722,0,"Bruxelles",3,"9","k = 11",660,"2","0","1"
